faster and efficiency,b
i want to sign in but can not do it s ask me security check again and over again even i have choosen the correct picture. admin please respond to this issue,b
recently send out a notification to all my connection tell them to congratulate me on a job i wasn t lie for. this didn t look good from my manager point of view. another time i have several random connection for person i never go request to.,b
this stop work a few day ago now it crash as soon as i open it unusable.,b
update device to do business and socialize,b
useless.what nonsense ..i be unable to join ..to. slow service though 3g internet..,b
try to access.,b
used the web site from an android tablet yield constant nagging to use the . and no wonder the get access to all your contact and mobile data. but some thing only work from the web e.g. writing a recommendation see an attachment in a message. the build in browser doesn t always work either. the itself be stable and not hard to use just frustrate in its limitations. p.s. uninstal due to limitation and the many permission it demands. i ll ignore the nagging.,b
thankfully alanleepettyapk,b
expect more,b
it s get hange many times. feel irritating. please improve performance wise. let me know i will fix ur issues.,b
can t pass security check as it keep bring me back in a loop to the login page. be useless on phone. s6.,b
shame this have login problem.,b
notification don t work when i get messages. on the other hand thank you for fix the contact photos. my contact sync from to my phone now show the pictures.,b
win t let me update certain things.,b
uninstalled due to stupid bot checker..,b
viewing job post freeze the phone and make the sluggish,b
absolutely unusable update be mean to bring improvements. be this an attempt to kill of mr gates!!,b
try reinstal and it do not fix the loading problem,b
say something break look like we have take the wrong exit here delete,b
i get a notification only to see a sorry unable to load the feed message. a bit of a shame.,b
after a number of attempt the wouldn t load my feed after logging in. same issue as many other user,b
for some reason be not recognize my internet connection anymore. no other have this issue and i can still browse used my internet explorer. this just start hen today.,b
can t use web version on mobile device. it always redirect to play store.,b
it be constantly pull at anyone who ever register as a irritating and misleading ploy to gain marketing momentum. i can t stand be used for their gain. so i uninstal that overly zealous cry and never look back. until now to write an honest review.,b
your inbrowser be too slow in loading web page. please allow atleast to open link in external browsers.,b
skipper limited,b
i be get some problem in login this while i can login through browser..,b
try it!,b
connection,b
samsung galaxy edge s7,b
unfortunately be become too much like facebook. the user be the one who control this.,b
ask if you be a robot then you pick picture and it just hang be ask you again to pick pictures. the picture be tooooo small for a large phone.,b
connect person,b
asap,b
when fb let s you down be right on time.,b
repeatedly crash hate to even try to respond to message or even open anymore.,b
why can t i login to my account anymore after i change my password soo frustrate to be tell wrong usernamepassword when i know enter the correct email and password.,b
i can t log in to my account used this . whenever i type my password i get an invalid login message. i can log in without trouble used my laptop and the same password.,b
stop force me to get link to your crap mobile when i open the desktop site link from my mobile email.,b
what s with these new person in the news notifications? how about a switch to turn them off. very annoying.,b
i verify the image and then get a white screen and nothing hens. what gives?,b
wider way of connect people.,b
it crash everytime within 10 second of opening. i also report the same several time but no help till now.,b
just not upload the new shares.,b
how do i close window,b
dosent seem to be a way to view post in date order.,b
production manager,b
can t sign in. keep logging out after answer the security question,b
not open just a white screen!,b
i have try signing in but it tell me i have put the wrong password username which isn t true. solve this fast people!!!!,b
f k off with your antirobot check which be never end and keep locking the screen. uninstall!,b
load process just spin forever,b
used to work well. now all it do be freeze. please fix your so that u can use it.,b
unable to connect sometimes,b
not the itself but the way they offer you to connect with other professionals. other professional be not interested in connect with anyone let alone give anyone the time of day to sit on this useless pos website for hour on end. please do yourself a favor and reveal to the public how exactly you make your money by rip off desperate fool who think that the economy will somehow get better without their contribution,b
today i receive a push notification to accept a friend request and i accept it from the drop down. the lication then send invite to everyone in my work e mail account without my consent. i will now have to contact my business partner and explain to them why i be so bold as to ask them to be part of my network. this lication now qualify as spam generator and i recommend person to remove it from their phone or at the very least disable it s access from their email account.,b
can t login tell it s a bad usernamepassword but i can get in via the web. give up.,b
doesn t sort post in any kind of order doesn t allow you to choose how to sort e.g. most recent. if i select a photo or post to view then go back to the timeline it scroll back to the top of the feed rather than remember the previous position!,b
i don t want the . just let me use the browser. stop try to get me to install the every time i try to use link in from a notification email. drive user away.,b
please fix the broken link in respect of the contact icon.,b
an answer to your congested system network .,b
link,b
your suck the post we share cant be access the newsfeed be severely never updated. the notification when update disear and the doesn t refresh on its own.,b
customer service dangerous good specialist,b
do what it suppose to do and keep me connect on the go.,b
good page,b
please make it easy so i ca so i can send email to all my contact which be 250 person follow me how can i send one email to all,b
good network,b
overall the be good but i have some suggestion for you. the feed be disorganized and it s different every time you refresh with more random stuff. i can t edit link account such as a business account?,b
notification not working anymore,b
since my phone update i cant log in even after delete and re install the samsung galaxy s5,b
google+ sign should be there unable to sign in,b
great site right? try to cancel business account sometime. it just go in loops. if you re in a hurry to take a resume down do not use . their support suck and be unresponsive. save yourself. use google docs. 110,b
lication do not start after last update with an error unfortunately have stop,b
this be a good conductivity arise.,b
you re say that there be trial for premium version but when i try it charge me some amount.,b
system work very smooth,b
alert be just consume your internet for isp benefit no update need they have contract with internet service provider isp to consume your internet datum for no reason and other brand also do same business and also with malware and keylogger development company who be keep secrete function to send your mobile data to their datum bank. you be not safe so do not keep your confidential datum in phone.,b
as compare with other s still too slow on high config mobile as well cant run smoothly on 4gb ram need alot of work.,b
cant see invitations!! be almost a month now. used samsung galaxy j7.,b
couldn t open anything without get an error message,b
can no longer see my account.,b
you be one of the top it company yet you be still unable to make this recognise the link you send in email. this way i always have to administer my contact on the pc whereas you say the mobile be also capable. fix this obvious deficiency please!,b
useless pointless . make you want to quit link in. messaging be slow and ineffective not real time. there be always an issue or a week old update that i do not want to see again but who cares? now do not recognize my contact and say my profile be unavailable. tomorrow who knows?,b
i looooooove it it s a map to connection.,b
really? who do you guy s have \u0026amp; attempt to fixupdate the ? whoever you have make it worseif that be what you guy be really try to accomplish. i can have do thatreally!!!,b
link in,b
it crashes! not working!,b
taylor logistic,b
i go into setting and disabled every option yet i still get push notifications. disable the till this be fix,b
awful design. can never seem to do simple things. constantly interrupt you with request for other linkscontacts. the emailreply constantly breaks.,b
win t even let me save any information,b
whenever a notification come and i click it from the status bar the automatically log me off.,b
i lose my account its not good many problem on this i don t like it. please guy don t download this aap2 time i lose my account i don t like it its fake fake fake fake,b
i be signing in in linkdln but it say check your email and password,b
i m hy with other thing however i feel there be one minor glitch which need to be rectified. when i try to click on a linkpage to read the article and come back to the same page again where i left used back button ; this doesn t hen and it keep fee with new article and i have to scroll all the way down to find the same article. can you please see if something can be do to rectify it. i m used samsung galaxy s3 phone.,b
unable to post article from various publication as i do in the past. constant message have stopped. my endorsement be not add when i be notified.,b
browser,b
i be try to sign in my mobile but it be fail plz help,b
can t like article used workflow,b
used to work great but last update just freeze after the new verification check. blank screen,b
not smooth user experience.,b
its good but can t you fix those bug off at once and do all the performance improvement ? that s why a 3 star rating.,b
it s a great overall but i don t like that they practically force you to download it when you try to go to link to their website on your phone.,b
be the slowest i have run on a galaxy s7. this be unacceptable for such an important in a top spec device.,b
i changed password on web. now i cannot log on to mobile . can t pass the security check. constantly switching between i am not a robot page and blank page. i will try again after reinstallation. i lost the whole hour because of this.  update reinstall didn t solve the problem. i cannot log in on mobile. maybe interferes with google smart lock.  update2 login problem seems to be resolved with today s upgrade. graded 35 because home page updates cannot be ordered chronologically.,b
too many issue after latest update; freeze and the worst affect my signal strength. problem solve after uninstalled.,b
there be many bug like profile pic be not uploading and it s close itself,b
the new update be verrrrry slow,b
since update today you cannot login. keep go through security check and then take you to a blank screen. version 4.0.55 update uninstal the and reinstal it now work ok.,b
take time to send message. click on send button don t respond.,b
first off too many permissions.. second too many stupid notification that can t be turn off. third everytime i connect with somebody it read all my other account and try to get me to connect with them also everytime after say no all the time.. first time i ve ever delete an for be too pushy..,b
after the ssecurity check i go back to sign in screen,b
do not work good even though when i have change my login credential i m unable to sign in to,b
win t let me add anyone have error and win t let me post. what good be an that doesn t even work right!,b
cant log in,b
ms mthombene,b
the be very useful for job search and career but it s unstable and crash hang a lot. this be as per my experience with android.,b
again i can t login from the .,b
can t log in the anymore. since google smart lock kick in i be loop on captcha tick and click on pictures.,b
no importance of captcha and unable to fulfill the captcha.,b
cant log in since i be try to verify myself try 6 time i give up,b
walter tax service,b
message be not visible neither new nor older messages. this have be hen for the last two weeks. please fix this issue,b
when i enter my login credential i receive the same error message for months. i m try from my update android galaxy amp my pc used chrome 51 and my ipad. same results! sucks!,b
why can t i see messages. be it not important,b
want let me log in from mobile device but can on laptop,b
i try several time to sign in but always failed.? it always ask me for security check?,b
since update today you cannot login. keep go through security check and then take you to a blank screen. version 4.0.55,b
no i would not recommend it. i don t like the idea that someone else be invite person to join me. for this reason i don t use this program and never will.,b
good for connectivity.,b
it doesn t work with lower end network connection please fix it to work and also it doesn t feel user friendly please follow user advise and fix it,b
after the update the message don t show up,b
can t delete email address from profile. the x button be there but it doesn t do anything.,b
the be average but it doesn t sync all my contact to my contact . this be very frustrating. not be able to access all my contact it frustrating. i have contact support 3 time for the same issue and the canned response be that our engineering team be aware of the issue but there be no timeline for this . i have since disable contact sync.,b
this be rubbish i can t log in because of the stupid security check that doesn t work.,b
on my htc this restart itself in background up to 20 time per hour. uninstalled.,b
too many update require,b
access to my contact location phone log and calendar? good bye and good riddance.,b
the be time consume .. try to upload profile picture and it just keep on loading..,b
the itself be ok i can view other user and connect with person but i can t even update where i be currently working as the keyboard never ears when ting on any text fields. i guess i be limit to be a passive user or used the web edit seem to work for now at least,b
they sync the wrong information without permission. they steal and lie and hack as a way of business. i share their mistake with as many as often as i can. pray for your failure,b
it s call black market my info and email be sell to them beawre,b
listsell home and commercial,b
s and operate system lock up when run this . phone do not respond to touch or click for up to 2 minute after start this . huge slow and ponderous.,b
performance improvement really don t see guess i will need to uninstall again. this be 7th time i have uninstal a very good from my phone. even after send feedback there be no improvement.,b
no message notification + too many permission,b
unable to view or accept request keep showing an error message oops we seem to have take a wrong turn try again . i have be try again for 2 week now no change.,b
where? it lock up it s slow to load take an age to bring up images. this keep make major leap backward well do,b
actually a pretty disgraceful . comment and notification work horribly unable to view comment by click on them in notification screen,b
it used to be so simple to open the list of group i m in. now i m force to lot of click and even when i reach it not all my group be on the list. my feed be also useless. it get update continuously and show there s something new every time i go to another tab. job search be also difficult. i can t think of any reason to use this . switch back to the website.,b
slow overall performance be good,b
if you don t set your permission right this will send invite to all your contact without your permission. be aware of that.,b
kindky add fingerprint login for phone it will be safe,b
send push notification even if you don t want them.,b
its currently broken!,b
cant log in. stupid recapture system stop before be able to open . will never use it. uninstal and will stay that way.,b
i be not able to update my profile with the correct address. if i fill in my postal code it show as boemfontein area and if i say use current location it still show bloemfontein. i m in cape town??? please advise?,b
it help you to keep in touch with your connection and give you update of the group activities. it s a good,b
too many suggestion too many ads. come on we don t have time for that. what we want be just to view our account and check for updates.,b
used hell lot of space. create thousand of duplicate contact in phone book. slow down phone.,b
decent but not a great one. poor functionality when try to edit profile numerous error in a variety of functions.,b
i have linkn on my phone and wa.r ti read message not waste more datum down loading link. again and again,b
i changed password on web. now i cannot log on to mobile . can t pass the security check. constantly switching between i am not a robot page and blank page. i will try again after reinstallation. i lost the whole hour because of this.  update reinstall didn t solve the problem. i cannot log in on mobile. maybe interferes with google smart lock.,b
a chain of person join together.,b
after update be not working give error everytime as unable to connect even on broadband network. wasn t the release never test by quality team before upload,b
whenever i send an invitation it say fail to send the invitation but the tick mark be there on the screen,b
you hit one wrong button and there be no way to go back or revoke what you have done. the take over and it s nearly impossible to access the desktop site to fix it.,b
i be not able to sync contact on moto g4. it give error.,b
it didn t even show my name on google.,b
verification do not allow me to login in spite of enter correct password. image verification be stupid.,b
i can t see my message user to user anymore.. any message send before last update be gone!!! please fix it! i like the but,b
the lag and freeze when switch between tab,b
post,b
not working ..everytime u try to login bt not work,b
crash several time,b
i have be on the security check for almost 5 minutes! get everything right but it would eventually put me into the sign in page once again!!! unbelievable! get it all right for the sound verification but voila sign in please,b
i try to update my profile pic. after try 3 or 4 time i succeeded. also wasn t allow me to save profile without enter address. but it wasn t show my country india in combo box.,b
the be very slow from past few month i be writing this review after fatigue and irritation. please improve the development and develop a better faster .,b
after update it dosn t open,b
the be crash once every 10 minute while i m read article test on samsung galaxy s5,b
electricalinstrumentation design trouble shooting and modification.,b
have ad and be pretty buggy,b
crash constantly. i sign in and at the security check it crash all the time. i can t even use the dam . waste of time.,b
please provide detail about what new when release new update instead of bore single line bug fix and improvement . overall be good.,b
constantly suggest person i may know more than half be person i don t know the other half be person i don t want to connect with. no matter how many time i ignore or reject there it be show them again. worse than facebook. secondly the job it suggest be incredibly unrealistic and unreasonable. why suggest a position as ceo of a company to someone with 2 year experience whose highest qualification be a degree? be you try to mock us? so many other position aren t even show in the .,b
place that you can connect business mind person,b
win t load up say error,b
great way to connect person,b
best way to connect business person,b
decent tool for connect to peer and employer,b
unable to see our edit my entire profile,b
seriously guy be wonderful. but it keep nagging and annoying me to add item to my profile which i already have. eg. add your place of work i already have! if you go ahead and do it you end up with a double up. these card keep pop up randomly everytime i open the even on pc and it make an otherwise useful tool utterly annoying. please fix this!,b
the editor that ears for writing anything be a pain on a small screen and when there be a small field to write in. galaxy note 4,b
when i be try to login it show error msg bad usernamepassword but i log in with same username and password in browser be total chutiyapa don t download continue with desktop site,b
some lag issue but apart from it a great way to stay connect professionally.,b
why every now and then do the take an infinite amount of time to upload a profile picture? that hened before via an older version and be hen again now,b
very slow lication,b
this be very helpful to contact and keep connection,b
fed up with it tell me my session have expired. i hardly use it which be why the session have expired. annoying!,b
the latest update mean that message don t load in the .,b
it keep harass to sync my contact with my phone by send notifications. can not see how to stop that. otherwise be decent .,b
not able to send request to add friend circle after update. give error message. request failed. please rectify the error,b
the still used an old design even for read article should be the easiest part . one of the many gap in the be that when read an article and you finished read it instead of go back to where you select the article it go to the start of your story feeds. make you have to scroll down again manually . the user should be in control of the refresh in his history or feed not the . hope in the future they ll fix what s need and implement a better ux,b
work ok the first time in then it keep say that the log in id be invalid. change the password and everything and still couldn t get in. uninstalling.,b
the most glitchy ever. i keep get sign out for no reason.,b
i think it be run on a lot heavy coding coz it have take a long time to change profile pic over 3g network. so please make it quite faster.,b
fab be be display on wrong location at startup,b
slow and unreliable,b
allow us to sort or filter job on the mobile device,b
the s take to long to load up and download.,b
this be highly annoying and useless. everytime you login in you can t get start because you re flood with a deluge of tip and suggestions. i can see on first install but every time i open the ? ridiculous! i m do with used this until that crap be fixed. worse than spam.,b
the do quite a lot but this inability be a super frustrating design oversight. i don t have access to a laptop or desktop. join the 21st century and put this function into the or at least on the mobile website.,b
unable to open . it give a blank white screen and hang there. be up to date. please help.,b
cannot get past the captcha to sign in!,b
no way to disable the annoying \u0026lt;person\u0026gt; be in the news notifications.,b
sign in error every time,b
google play,b
cant sign in after change the password. always ask if i forget my password.,b
one of the best lication design for mobile.,b
it be very frustrating that the will automatically recalibrate it s self after read an article or posting. i don t want to be force to go back to the begin of the thread after i engage in one of the actions. instead i would like to continue where i left off. because the system automatically do this i seem to hardly put a dent in the past post from the individual i follow consider it be always take me back to the top. this be beyond frustrating; it be extremely annoying.,b
too many bugs.would love to use it on my device but you need to fix the bug before push out it to users.,b
would have give 5 star if you would have take care of few thing which i have mention a it take longer time to change the profile picture or any other update feature to update profile. b the have no system to send attachment in message box. for this i log in again on my laptop and send the attachment c its very confusing at time as many feature available online be not available in the,b
update for installation,b
i be always ask to do security check to choose some image properly. after that it prompt again for login and this loop be go on. frustrating,b
even with your most recent fix this crash several time a day and interrupt the use of other s and daily business. i m uninstal until you get your stuff together can t risk the hacking you probably expose us to. i recommend other do the same.,b
a company full of expert should at least develop some quality . very hard to get around. buggy laggy and frustrating.,b
keep freeze very slow response can t attach document through the cv cover letter etc . don t understand how a big professional network such as can t get their right after all these years.,b
after read news the page auto refresh so you don t have chance to comment? the auto call your contact while make comment be too smart to understand it completely block your view,b
as an infrequent user simply start up the see you bombard with almost endless wave of tutorial and information window that serve only to put you off used the bloody altogether.,b
too much slow! back to old time,b
need tablet support,b
this lication speak for itself.,b
by used link in we send msgs as fast as,b
current version crash every time it try to start,b
cannot open always crash,b
must i update google play service before used it. its absurd. i will uninstall it right away.,b
slow speed,b
update 71916 can t see messages in the lication; am not getting notifications. ridiculous!!       doesn t sync fast; limited features. when a person accepts your request and you get a notification and then you open the and click on it it takes you to more people you may know instead of to the profile of the person who just accepted your request. that s just stupid and unintuitive.,b
i have one issue i can t join any group please help me that wait your reply,b
there isn t even a progress icon display when login be under progress. the forgot password link redirect to web and give a page not found!,b
bad last update,b
every time i use this it make me go through some wizard to try and get me to connect with more person and subscribe to more feeds. really put me off used it as i can t quickly dip in.,b
the best network for employment ever,b
it be quite difficult to work with improve it up,b
in view for use,b
reset password then stupid captcha . win t proceed any further. then blank screen.,b
i m face some glitch before enter into the pl solve the issue asap,b
as an avid reader every time i return from read an article the news feed will refresh so i have to scroll back several swipe from where i left. this be really annoying and counter productive,b
say invalid user name. but work when i get online. i try your q\u0026amp;a forum stuff to try and fix it. didn t work.,b
used the web site from an android tablet yield constant nagging to use the . and no wonder the get access to all your contact and mobile data. but some thing only work from the web e.g. writing a recommendation. the build in browser doesn t always work either. the itself be stable and not hard to use just frustrate in its limitations.,b
can no longer get on the due to verification issues. never have a problem until recently keep ask me if i m a bot ?? uninstal,b
i try logging in multiple time but it keep say invalid login rest my password 3 time already it work on a web browser but not on the,b
every time i try to open it i have to go through same rigmarole of bullshit; the try to connect me to this that \u0026amp; the other etc.. just let me get to the feed,b
dumb don t let me log on. uninstalled and reinstal four times. be able to log on through website. but stupid do not work..,b
be i the only person who think be extremely confuse and not user friendly at all?,b
take forever to load anything,b
i try logging in used my id nd password when i click submit it ask for image captcha and again go into login page. loop never ends.,b
be good but it work slow,b
it doesn t refresh even though i m connected to wifi and data at the same time 😡,b
be loving the the first few day i be able to use it. since then i haven t be able to get it open and it keep try to verify that i be not a robot. so sad.,b
cy update and more !!!!!!!!!,b
good to connect with person,b
can t update any info at all and article be impossible to read as they keep refresh,b
i miss my way oooooooo,b
create multiple contact and slow down my contact . fix it asap.,b
this should not be a site where crime against humanity be aired.,b
it be not logging and show invalid login this s be not friendly used like facebook,b
i be not able to login. it be ask for verification code and each time i enter it fails. worse experience.,b
after install my moto g3 have start lagging. why??,b
you cant creat an account until u recieve a verification code so im here ana hour later still no code and i cant use my number i dont know y?,b
not update my profile,b
after read a post come back make refresh and go to home rather than return to the actual post.pls fix this,b
garbage update. now login security be a bad joke impossible to do. unistal,b
poor start to this experience. dl ed ask for security purpose to identify some picture result be a blank white screen. restart nothing. restart phone nothing. occur on a new samsung s4. hopefully a bug that will get resolve shortly.,b
it keep on ask the security check and return back to the log in page plz fix,b
open to a white screen on samsung galaxy s7. this be magically fix immediately after this review bump from 1 star to 2.,b
very slow and impact phone performance,b
we can t check our own post.,b
if you want anyone to try premium you should stop make it difficult.,b
rarely work crash on start,b
